type,source_file,source_copy,source_file_hash,doc_file,last_success,last_fail
RMarkdown,example.Rmd,docs/rmarkdown/example.Rmd,4f70000e1654766a9eeb97ebcf1f0c89,docs/rmarkdown/example.html,2020-02-14 11:21:08 MST,NA
